county,report_date,reference_date,confirm_death,confirm
Wake,2022-01-17,2021-11-02,0,152
Wake,2022-01-17,2021-11-03,0,177
Wake,2022-01-17,2021-11-06,0,95
Wake,2022-01-17,2021-11-07,0,71
Wake,2022-01-17,2021-11-12,0,227
Wake,2022-01-17,2021-11-13,0,149
Wake,2022-01-17,2021-11-14,0,66
Wake,2022-01-17,2021-11-15,0,300
Wake,2022-01-17,2021-11-16,0,199
Wake,2022-01-17,2021-11-21,0,78
Wake,2022-01-17,2021-11-23,0,238
Wake,2022-01-17,2021-11-26,0,151
Wake,2022-01-17,2021-11-27,0,202
Wake,2022-01-17,2021-11-28,0,93
Wake,2022-01-17,2021-11-29,0,422
Wake,2022-01-17,2021-11-30,0,328
Wake,2022-01-17,2021-12-01,0,340
Wake,2022-01-17,2021-12-02,0,320
Wake,2022-01-17,2021-12-03,0,284
Wake,2022-01-17,2021-12-04,0,261
Wake,2022-01-17,2021-12-05,0,139
Wake,2022-01-17,2021-12-06,0,390
Wake,2022-01-17,2021-12-07,0,329
Wake,2022-01-17,2021-12-10,0,318
Wake,2022-01-17,2021-12-11,0,241
Wake,2022-01-17,2021-12-12,0,129
Wake,2022-01-17,2021-12-13,0,444
Wake,2022-01-17,2021-12-16,0,450
Wake,2022-01-17,2021-12-18,0,453
Wake,2022-01-17,2021-12-22,0,1086
Wake,2022-01-17,2021-12-25,0,208
Wake,2022-01-17,2021-12-26,0,760
Wake,2022-01-17,2021-12-29,0,3879
Wake,2022-01-17,2021-12-30,0,3856
Wake,2022-01-17,2021-12-31,0,2600
Wake,2022-01-17,2022-01-01,0,1812
Wake,2022-01-17,2022-01-03,0,5078
Wake,2022-01-17,2022-01-10,0,4999
Wake,2022-01-17,2022-01-11,0,3973
Wake,2022-01-17,2022-01-12,0,2595
Forsyth,2022-01-17,2021-09-14,1,244
Forsyth,2022-01-17,2021-09-15,1,254
Forsyth,2022-01-17,2021-09-17,1,190
Forsyth,2022-01-17,2021-09-20,1,238
Forsyth,2022-01-17,2021-09-24,1,154
Forsyth,2022-01-17,2021-10-01,1,129
Forsyth,2022-01-17,2021-10-03,1,70
Forsyth,2022-01-17,2021-10-06,1,125
Forsyth,2022-01-17,2021-10-08,1,111
Forsyth,2022-01-17,2021-10-09,1,54
Forsyth,2022-01-17,2021-10-17,1,44
Forsyth,2022-01-17,2021-10-19,1,76
Forsyth,2022-01-17,2021-10-26,1,92
Forsyth,2022-01-17,2021-10-31,1,35
Forsyth,2022-01-17,2021-11-01,1,86
Forsyth,2022-01-17,2021-11-02,1,62
Forsyth,2022-01-17,2021-11-06,1,29
Forsyth,2022-01-17,2021-11-07,1,26
Forsyth,2022-01-17,2021-11-11,1,63
Forsyth,2022-01-17,2021-11-21,1,51
Forsyth,2022-01-17,2021-11-27,1,59
Forsyth,2022-01-17,2021-11-30,1,141
Forsyth,2022-01-17,2021-12-04,1,90
Forsyth,2022-01-17,2021-12-06,1,162
Forsyth,2022-01-17,2021-12-07,1,137
Forsyth,2022-01-17,2021-12-08,1,166
Forsyth,2022-01-17,2021-12-11,1,77
Forsyth,2022-01-17,2021-12-12,1,85
Forsyth,2022-01-17,2021-12-17,1,152
Forsyth,2022-01-17,2021-12-20,1,218
Forsyth,2022-01-17,2021-12-22,1,303
Forsyth,2022-01-17,2021-12-24,1,164
Forsyth,2022-01-17,2021-12-25,1,93
Forsyth,2022-01-17,2021-12-28,1,717
Forsyth,2022-01-17,2021-12-29,1,959
Forsyth,2022-01-17,2022-01-01,1,254
Forsyth,2022-01-17,2022-01-02,1,418
Forsyth,2022-01-17,2022-01-03,1,1004
Forsyth,2022-01-17,2022-01-06,1,1091
Forsyth,2022-01-17,2022-01-11,1,759
Guilford,2022-01-17,2021-09-19,1,136
Guilford,2022-01-17,2021-09-20,1,339
Guilford,2022-01-17,2021-09-24,1,242
Guilford,2022-01-17,2021-09-27,1,297
Guilford,2022-01-17,2021-10-01,1,208
Guilford,2022-01-17,2021-10-05,1,170
Guilford,2022-01-17,2021-10-10,1,84
Guilford,2022-01-17,2021-10-11,1,176
Guilford,2022-01-17,2021-10-13,1,161
Guilford,2022-01-17,2021-10-16,1,65
Guilford,2022-01-17,2021-10-17,1,57
Guilford,2022-01-17,2021-10-21,1,118
Guilford,2022-01-17,2021-10-25,1,102
Guilford,2022-01-17,2021-10-30,1,49
Guilford,2022-01-17,2021-11-02,1,108
Guilford,2022-01-17,2021-11-03,1,78
Guilford,2022-01-17,2021-11-06,1,53
Guilford,2022-01-17,2021-11-07,1,50
Guilford,2022-01-17,2021-11-09,1,118
Guilford,2022-01-17,2021-11-11,1,88
Guilford,2022-01-17,2021-11-13,1,50
Guilford,2022-01-17,2021-11-14,1,50
Guilford,2022-01-17,2021-11-15,1,95
Guilford,2022-01-17,2021-11-19,1,123
Guilford,2022-01-17,2021-11-20,1,55
Guilford,2022-01-17,2021-11-21,1,48
Guilford,2022-01-17,2021-11-22,1,96
Guilford,2022-01-17,2021-11-30,1,175
Guilford,2022-01-17,2021-12-03,1,163
Guilford,2022-01-17,2021-12-04,1,107
Guilford,2022-01-17,2021-12-05,1,80
Guilford,2022-01-17,2021-12-06,1,178
Guilford,2022-01-17,2021-12-09,1,152
Guilford,2022-01-17,2021-12-10,1,135
Guilford,2022-01-17,2021-12-14,1,172
Guilford,2022-01-17,2021-12-15,1,195
Guilford,2022-01-17,2021-12-19,1,130
Guilford,2022-01-17,2021-12-23,1,393
Guilford,2022-01-17,2021-12-27,1,849
Guilford,2022-01-17,2021-12-28,1,939
Guilford,2022-01-17,2021-12-29,1,831
Guilford,2022-01-17,2021-12-30,1,958
Guilford,2022-01-17,2021-12-31,1,549
Guilford,2022-01-17,2022-01-01,1,245
Guilford,2022-01-17,2022-01-06,1,1180
Guilford,2022-01-17,2022-01-09,1,637
Wake,2022-01-17,2021-09-16,1,435
Wake,2022-01-17,2021-09-18,1,301
Wake,2022-01-17,2021-09-21,1,390
Wake,2022-01-17,2021-09-26,1,91
Wake,2022-01-17,2021-09-30,1,331
Wake,2022-01-17,2021-10-01,1,310
Wake,2022-01-17,2021-10-02,1,257
Wake,2022-01-17,2021-10-03,1,88
Wake,2022-01-17,2021-10-07,1,225
Wake,2022-01-17,2021-10-17,1,69
Wake,2022-01-17,2021-10-18,1,272
Wake,2022-01-17,2021-10-22,1,175
Wake,2022-01-17,2021-10-28,1,157
Wake,2022-01-17,2021-10-29,1,173
Wake,2022-01-17,2021-10-31,1,59
Wake,2022-01-17,2021-11-08,1,216
Wake,2022-01-17,2021-11-09,1,155
Wake,2022-01-17,2021-11-10,1,197
Wake,2022-01-17,2021-11-11,1,116
Wake,2022-01-17,2021-11-17,1,227
Wake,2022-01-17,2021-11-18,1,215
Wake,2022-01-17,2021-11-22,1,317
Wake,2022-01-17,2021-11-24,1,200
Wake,2022-01-17,2021-11-25,1,37
Wake,2022-01-17,2021-12-08,1,366
Wake,2022-01-17,2021-12-09,1,301
Wake,2022-01-17,2021-12-14,1,427
Wake,2022-01-17,2021-12-17,1,506
Wake,2022-01-17,2021-12-21,1,1008
Wake,2022-01-17,2021-12-23,1,1390
Wake,2022-01-17,2021-12-24,1,619
Wake,2022-01-17,2021-12-27,1,3478
Wake,2022-01-17,2022-01-02,1,1303
Wake,2022-01-17,2022-01-05,1,6177
Wake,2022-01-17,2022-01-06,1,5327
Wake,2022-01-17,2022-01-07,1,4354
Wake,2022-01-17,2022-01-09,1,1098
Forsyth,2022-01-17,2021-09-16,2,200
Forsyth,2022-01-17,2021-09-18,2,92
Forsyth,2022-01-17,2021-09-22,2,188
Forsyth,2022-01-17,2021-10-04,2,175
Forsyth,2022-01-17,2021-10-05,2,134
Forsyth,2022-01-17,2021-10-10,2,64
Forsyth,2022-01-17,2021-10-12,2,103
Forsyth,2022-01-17,2021-10-13,2,107
Forsyth,2022-01-17,2021-10-18,2,92
Forsyth,2022-01-17,2021-10-20,2,79
Forsyth,2022-01-17,2021-11-08,2,98
Forsyth,2022-01-17,2021-11-09,2,70
Forsyth,2022-01-17,2021-11-15,2,119
Forsyth,2022-01-17,2021-11-25,2,29
Forsyth,2022-01-17,2021-12-02,2,141
Forsyth,2022-01-17,2021-12-05,2,78
Forsyth,2022-01-17,2021-12-23,2,324
Forsyth,2022-01-17,2022-01-07,2,932
Forsyth,2022-01-17,2022-01-09,2,382
Forsyth,2022-01-17,2022-01-10,2,1245
Guilford,2022-01-17,2021-09-17,2,294
Guilford,2022-01-17,2021-09-21,2,267
Guilford,2022-01-17,2021-09-23,2,255
Guilford,2022-01-17,2021-09-28,2,258
Guilford,2022-01-17,2021-10-02,2,104
Guilford,2022-01-17,2021-10-04,2,279
Guilford,2022-01-17,2021-10-07,2,182
Guilford,2022-01-17,2021-10-15,2,115
Guilford,2022-01-17,2021-10-19,2,129
Guilford,2022-01-17,2021-10-20,2,100
Guilford,2022-01-17,2021-10-29,2,71
Guilford,2022-01-17,2021-11-01,2,122
Guilford,2022-01-17,2021-11-05,2,70
Guilford,2022-01-17,2021-11-08,2,97
Guilford,2022-01-17,2021-11-10,2,83
Guilford,2022-01-17,2021-11-16,2,102
Guilford,2022-01-17,2021-11-27,2,76
Guilford,2022-01-17,2021-12-02,2,166
Guilford,2022-01-17,2021-12-22,2,393
Guilford,2022-01-17,2021-12-24,2,189
Guilford,2022-01-17,2021-12-26,2,385
Guilford,2022-01-17,2022-01-03,2,1076
Wake,2022-01-17,2021-09-14,2,416
Wake,2022-01-17,2021-09-23,2,330
Wake,2022-01-17,2021-09-24,2,313
Wake,2022-01-17,2021-09-29,2,375
Wake,2022-01-17,2021-10-05,2,259
Wake,2022-01-17,2021-10-10,2,67
Wake,2022-01-17,2021-10-11,2,285
Wake,2022-01-17,2021-10-23,2,125
Wake,2022-01-17,2021-10-30,2,118
Wake,2022-01-17,2021-11-01,2,215
Wake,2022-01-17,2021-11-04,2,142
Wake,2022-01-17,2021-11-05,2,170
Wake,2022-01-17,2021-11-19,2,193
Wake,2022-01-17,2021-11-20,2,170
Wake,2022-01-17,2021-12-15,2,440
Wake,2022-01-17,2021-12-19,2,258
Wake,2022-01-17,2021-12-20,2,766
Forsyth,2022-01-17,2021-09-19,3,101
Forsyth,2022-01-17,2021-09-26,3,94
Forsyth,2022-01-17,2021-09-28,3,152
Forsyth,2022-01-17,2021-09-29,3,144
Forsyth,2022-01-17,2021-09-30,3,152
Forsyth,2022-01-17,2021-10-22,3,79
Forsyth,2022-01-17,2021-10-23,3,48
Forsyth,2022-01-17,2021-10-28,3,59
Forsyth,2022-01-17,2021-11-28,3,68
Forsyth,2022-01-17,2021-12-13,3,161
Forsyth,2022-01-17,2021-12-16,3,177
Forsyth,2022-01-17,2021-12-18,3,95
Forsyth,2022-01-17,2021-12-19,3,96
Forsyth,2022-01-17,2021-12-21,3,260
Forsyth,2022-01-17,2021-12-27,3,694
Forsyth,2022-01-17,2022-01-08,3,599
Guilford,2022-01-17,2021-09-18,3,140
Guilford,2022-01-17,2021-09-25,3,122
Guilford,2022-01-17,2021-09-30,3,204
Guilford,2022-01-17,2021-10-03,3,115
Guilford,2022-01-17,2021-10-08,3,158
Guilford,2022-01-17,2021-10-12,3,157
Guilford,2022-01-17,2021-10-18,3,104
Guilford,2022-01-17,2021-10-24,3,40
Guilford,2022-01-17,2021-10-28,3,93
Guilford,2022-01-17,2021-11-04,3,90
Guilford,2022-01-17,2021-11-23,3,127
Guilford,2022-01-17,2021-12-21,3,314
Guilford,2022-01-17,2022-01-05,3,1248
Wake,2022-01-17,2021-09-15,3,492
Wake,2022-01-17,2021-09-19,3,140
Wake,2022-01-17,2021-09-22,3,377
Wake,2022-01-17,2021-09-28,3,354
Wake,2022-01-17,2021-10-04,3,350
Wake,2022-01-17,2021-10-12,3,316
Wake,2022-01-17,2021-10-13,3,255
Wake,2022-01-17,2021-12-28,3,3829
Wake,2022-01-17,2022-01-04,3,6635
Wake,2022-01-17,2022-01-08,3,2870
Forsyth,2022-01-17,2021-09-21,4,178
Forsyth,2022-01-17,2021-09-25,4,65
Forsyth,2022-01-17,2021-10-07,4,133
Forsyth,2022-01-17,2021-12-30,4,778
Guilford,2022-01-17,2021-09-15,4,328
Guilford,2022-01-17,2021-10-26,4,102
Guilford,2022-01-17,2022-01-02,4,422
Wake,2022-01-17,2021-09-17,4,396
Wake,2022-01-17,2021-09-20,4,559
Forsyth,2022-01-17,2021-10-14,5,102
Guilford,2022-01-17,2021-09-14,5,326
Guilford,2022-01-17,2021-10-27,5,81
Wake,2022-01-17,2021-09-25,5,216
Wake,2022-01-17,2021-09-27,5,471
Forsyth,2022-01-17,2021-10-02,6,63
Guilford,2022-01-17,2021-09-16,6,302
Forsyth,2022-01-18,2021-09-23,0,161
Forsyth,2022-01-18,2021-09-27,0,218
Forsyth,2022-01-18,2021-10-11,0,137
Forsyth,2022-01-18,2021-10-15,0,64
Forsyth,2022-01-18,2021-10-16,0,59
Forsyth,2022-01-18,2021-10-21,0,71
Forsyth,2022-01-18,2021-10-24,0,33
Forsyth,2022-01-18,2021-10-25,0,80
Forsyth,2022-01-18,2021-10-27,0,71
Forsyth,2022-01-18,2021-10-29,0,53
Forsyth,2022-01-18,2021-10-30,0,37
Forsyth,2022-01-18,2021-11-03,0,67
Forsyth,2022-01-18,2021-11-04,0,57
Forsyth,2022-01-18,2021-11-05,0,68
Forsyth,2022-01-18,2021-11-10,0,70
Forsyth,2022-01-18,2021-11-12,0,85
Forsyth,2022-01-18,2021-11-13,0,56
Forsyth,2022-01-18,2021-11-14,0,51
Forsyth,2022-01-18,2021-11-16,0,87
Forsyth,2022-01-18,2021-11-17,0,100
Forsyth,2022-01-18,2021-11-18,0,102
Forsyth,2022-01-18,2021-11-19,0,120
Forsyth,2022-01-18,2021-11-20,0,76
Forsyth,2022-01-18,2021-11-22,0,124
Forsyth,2022-01-18,2021-11-23,0,95
Forsyth,2022-01-18,2021-11-24,0,116
Forsyth,2022-01-18,2021-11-26,0,93
Forsyth,2022-01-18,2021-11-29,0,179
Forsyth,2022-01-18,2021-12-01,0,153
Forsyth,2022-01-18,2021-12-03,0,118
Forsyth,2022-01-18,2021-12-09,0,129
Forsyth,2022-01-18,2021-12-10,0,120
Forsyth,2022-01-18,2021-12-14,0,113
Forsyth,2022-01-18,2021-12-15,0,146
Forsyth,2022-01-18,2021-12-26,0,211
Forsyth,2022-01-18,2021-12-31,0,572
Forsyth,2022-01-18,2022-01-04,0,1197
Forsyth,2022-01-18,2022-01-05,0,1273
Forsyth,2022-01-18,2022-01-12,0,1308
Forsyth,2022-01-18,2022-01-15,0,271
Forsyth,2022-01-18,2022-01-16,0,48
Guilford,2022-01-18,2021-09-22,0,273
Guilford,2022-01-18,2021-09-26,0,137
Guilford,2022-01-18,2021-09-29,0,269
Guilford,2022-01-18,2021-10-06,0,212
Guilford,2022-01-18,2021-10-09,0,79
Guilford,2022-01-18,2021-10-14,0,113
Guilford,2022-01-18,2021-10-22,0,91
Guilford,2022-01-18,2021-10-23,0,60
Guilford,2022-01-18,2021-10-31,0,35
Guilford,2022-01-18,2021-11-12,0,97
Guilford,2022-01-18,2021-11-17,0,103
Guilford,2022-01-18,2021-11-18,0,101
Guilford,2022-01-18,2021-11-24,0,109
Guilford,2022-01-18,2021-11-25,0,18
Guilford,2022-01-18,2021-11-26,0,104
Guilford,2022-01-18,2021-11-28,0,70
Guilford,2022-01-18,2021-11-29,0,218
Guilford,2022-01-18,2021-12-01,0,158
Guilford,2022-01-18,2021-12-07,0,174
Guilford,2022-01-18,2021-12-08,0,151
Guilford,2022-01-18,2021-12-11,0,116
Guilford,2022-01-18,2021-12-12,0,79
Guilford,2022-01-18,2021-12-13,0,190
Guilford,2022-01-18,2021-12-16,0,215
Guilford,2022-01-18,2021-12-17,0,210
Guilford,2022-01-18,2021-12-18,0,146
Guilford,2022-01-18,2021-12-20,0,275
Guilford,2022-01-18,2021-12-25,0,91
Guilford,2022-01-18,2022-01-04,0,1507
Guilford,2022-01-18,2022-01-08,0,1027
Guilford,2022-01-18,2022-01-13,0,1016
Guilford,2022-01-18,2022-01-14,0,770
Guilford,2022-01-18,2022-01-15,0,219
Guilford,2022-01-18,2022-01-16,0,58
Wake,2022-01-18,2021-10-06,0,285
Wake,2022-01-18,2021-10-08,0,249
Wake,2022-01-18,2021-10-09,0,145
Wake,2022-01-18,2021-10-14,0,213
Wake,2022-01-18,2021-10-15,0,201
Wake,2022-01-18,2021-10-16,0,155
Wake,2022-01-18,2021-10-19,0,192
Wake,2022-01-18,2021-10-20,0,221
Wake,2022-01-18,2021-10-21,0,184
Wake,2022-01-18,2021-10-24,0,57
Wake,2022-01-18,2021-10-25,0,241
Wake,2022-01-18,2021-10-26,0,226
Wake,2022-01-18,2021-10-27,0,171
Wake,2022-01-18,2021-11-02,0,152
Wake,2022-01-18,2021-11-03,0,177
Wake,2022-01-18,2021-11-06,0,95
Wake,2022-01-18,2021-11-07,0,71
Wake,2022-01-18,2021-11-12,0,227
Wake,2022-01-18,2021-11-13,0,149
Wake,2022-01-18,2021-11-14,0,66
Wake,2022-01-18,2021-11-15,0,300
Wake,2022-01-18,2021-11-16,0,199
Wake,2022-01-18,2021-11-21,0,78
Wake,2022-01-18,2021-11-23,0,238
Wake,2022-01-18,2021-11-26,0,151
Wake,2022-01-18,2021-11-27,0,202
Wake,2022-01-18,2021-11-28,0,93
Wake,2022-01-18,2021-11-29,0,422
Wake,2022-01-18,2021-11-30,0,328
Wake,2022-01-18,2021-12-01,0,340
Wake,2022-01-18,2021-12-02,0,320
Wake,2022-01-18,2021-12-03,0,284
Wake,2022-01-18,2021-12-04,0,261
Wake,2022-01-18,2021-12-05,0,139
Wake,2022-01-18,2021-12-06,0,389
Wake,2022-01-18,2021-12-07,0,330
Wake,2022-01-18,2021-12-10,0,318
Wake,2022-01-18,2021-12-11,0,241
Wake,2022-01-18,2021-12-12,0,129
Wake,2022-01-18,2021-12-13,0,444
Wake,2022-01-18,2021-12-16,0,451
Wake,2022-01-18,2021-12-18,0,453
Wake,2022-01-18,2021-12-22,0,1086
Wake,2022-01-18,2021-12-25,0,209
Wake,2022-01-18,2021-12-26,0,762
Wake,2022-01-18,2021-12-29,0,3892
Wake,2022-01-18,2021-12-30,0,3862
Wake,2022-01-18,2021-12-31,0,2613
Wake,2022-01-18,2022-01-01,0,1815
Wake,2022-01-18,2022-01-03,0,5092
Wake,2022-01-18,2022-01-10,0,6164
Wake,2022-01-18,2022-01-11,0,5589
Wake,2022-01-18,2022-01-13,0,4497
Wake,2022-01-18,2022-01-14,0,3833
Wake,2022-01-18,2022-01-15,0,1731
Wake,2022-01-18,2022-01-16,0,205
Forsyth,2022-01-18,2021-09-14,1,244
Forsyth,2022-01-18,2021-09-15,1,254
Forsyth,2022-01-18,2021-09-17,1,190
Forsyth,2022-01-18,2021-09-20,1,238
Forsyth,2022-01-18,2021-09-24,1,154
Forsyth,2022-01-18,2021-10-01,1,129
Forsyth,2022-01-18,2021-10-03,1,70
Forsyth,2022-01-18,2021-10-06,1,125
Forsyth,2022-01-18,2021-10-08,1,111
Forsyth,2022-01-18,2021-10-09,1,54
Forsyth,2022-01-18,2021-10-17,1,44
Forsyth,2022-01-18,2021-10-19,1,76
Forsyth,2022-01-18,2021-10-26,1,92
Forsyth,2022-01-18,2021-10-31,1,35
Forsyth,2022-01-18,2021-11-01,1,85
Forsyth,2022-01-18,2021-11-02,1,62
Forsyth,2022-01-18,2021-11-06,1,29
Forsyth,2022-01-18,2021-11-07,1,26
Forsyth,2022-01-18,2021-11-11,1,63
Forsyth,2022-01-18,2021-11-21,1,51
Forsyth,2022-01-18,2021-11-27,1,59
Forsyth,2022-01-18,2021-11-30,1,141
Forsyth,2022-01-18,2021-12-04,1,90
Forsyth,2022-01-18,2021-12-06,1,162
Forsyth,2022-01-18,2021-12-07,1,137
Forsyth,2022-01-18,2021-12-08,1,166
Forsyth,2022-01-18,2021-12-11,1,77
Forsyth,2022-01-18,2021-12-12,1,85
Forsyth,2022-01-18,2021-12-17,1,152
Forsyth,2022-01-18,2021-12-20,1,218
Forsyth,2022-01-18,2021-12-22,1,303
Forsyth,2022-01-18,2021-12-24,1,164
Forsyth,2022-01-18,2021-12-25,1,93
Forsyth,2022-01-18,2021-12-28,1,778
Forsyth,2022-01-18,2021-12-29,1,1006
Forsyth,2022-01-18,2022-01-01,1,269
Forsyth,2022-01-18,2022-01-02,1,423
Forsyth,2022-01-18,2022-01-03,1,1018
Forsyth,2022-01-18,2022-01-06,1,1132
Forsyth,2022-01-18,2022-01-11,1,1415
Forsyth,2022-01-18,2022-01-14,1,840
Guilford,2022-01-18,2021-09-19,1,136
Guilford,2022-01-18,2021-09-20,1,339
Guilford,2022-01-18,2021-09-24,1,242
Guilford,2022-01-18,2021-09-27,1,297
Guilford,2022-01-18,2021-10-01,1,208
Guilford,2022-01-18,2021-10-05,1,170
Guilford,2022-01-18,2021-10-10,1,84
Guilford,2022-01-18,2021-10-11,1,176
Guilford,2022-01-18,2021-10-13,1,161
Guilford,2022-01-18,2021-10-16,1,65
Guilford,2022-01-18,2021-10-17,1,57
Guilford,2022-01-18,2021-10-21,1,118
Guilford,2022-01-18,2021-10-25,1,102
Guilford,2022-01-18,2021-10-30,1,49
Guilford,2022-01-18,2021-11-02,1,108
Guilford,2022-01-18,2021-11-03,1,78
Guilford,2022-01-18,2021-11-06,1,53
Guilford,2022-01-18,2021-11-07,1,50
Guilford,2022-01-18,2021-11-09,1,118
Guilford,2022-01-18,2021-11-11,1,88
Guilford,2022-01-18,2021-11-13,1,50
Guilford,2022-01-18,2021-11-14,1,50
Guilford,2022-01-18,2021-11-15,1,95
Guilford,2022-01-18,2021-11-19,1,123
Guilford,2022-01-18,2021-11-20,1,55
Guilford,2022-01-18,2021-11-21,1,48
Guilford,2022-01-18,2021-11-22,1,96
Guilford,2022-01-18,2021-11-30,1,175
Guilford,2022-01-18,2021-12-03,1,163
Guilford,2022-01-18,2021-12-04,1,107
Guilford,2022-01-18,2021-12-05,1,80
Guilford,2022-01-18,2021-12-06,1,178
Guilford,2022-01-18,2021-12-09,1,152
Guilford,2022-01-18,2021-12-10,1,135
Guilford,2022-01-18,2021-12-14,1,174
Guilford,2022-01-18,2021-12-15,1,195
Guilford,2022-01-18,2021-12-19,1,130
Guilford,2022-01-18,2021-12-23,1,397
Guilford,2022-01-18,2021-12-27,1,903
Guilford,2022-01-18,2021-12-28,1,1076
Guilford,2022-01-18,2021-12-29,1,1076
Guilford,2022-01-18,2021-12-30,1,1096
Guilford,2022-01-18,2021-12-31,1,659
Guilford,2022-01-18,2022-01-01,1,303
Guilford,2022-01-18,2022-01-06,1,1416
Guilford,2022-01-18,2022-01-12,1,1389
Wake,2022-01-18,2021-09-16,1,435
Wake,2022-01-18,2021-09-18,1,300
Wake,2022-01-18,2021-09-21,1,390
Wake,2022-01-18,2021-09-26,1,91
Wake,2022-01-18,2021-09-30,1,331
Wake,2022-01-18,2021-10-01,1,310
Wake,2022-01-18,2021-10-02,1,257
Wake,2022-01-18,2021-10-03,1,88
Wake,2022-01-18,2021-10-07,1,225
Wake,2022-01-18,2021-10-17,1,69
Wake,2022-01-18,2021-10-18,1,272
Wake,2022-01-18,2021-10-22,1,175
Wake,2022-01-18,2021-10-28,1,155
Wake,2022-01-18,2021-10-29,1,171
Wake,2022-01-18,2021-10-31,1,59
Wake,2022-01-18,2021-11-08,1,216
Wake,2022-01-18,2021-11-09,1,155
Wake,2022-01-18,2021-11-10,1,197
Wake,2022-01-18,2021-11-11,1,115
Wake,2022-01-18,2021-11-17,1,227
Wake,2022-01-18,2021-11-18,1,215
Wake,2022-01-18,2021-11-22,1,317
Wake,2022-01-18,2021-11-24,1,199
Wake,2022-01-18,2021-11-25,1,37
Wake,2022-01-18,2021-12-08,1,366
Wake,2022-01-18,2021-12-09,1,301
Wake,2022-01-18,2021-12-14,1,427
Wake,2022-01-18,2021-12-17,1,506
Wake,2022-01-18,2021-12-21,1,1014
Wake,2022-01-18,2021-12-23,1,1392
Wake,2022-01-18,2021-12-24,1,623
Wake,2022-01-18,2021-12-27,1,3516
Wake,2022-01-18,2022-01-02,1,1304
Wake,2022-01-18,2022-01-05,1,6223
Wake,2022-01-18,2022-01-06,1,5588
Wake,2022-01-18,2022-01-07,1,4776
Wake,2022-01-18,2022-01-09,1,1265
Wake,2022-01-18,2022-01-12,1,5445
Forsyth,2022-01-18,2021-09-16,2,200
Forsyth,2022-01-18,2021-09-18,2,92
Forsyth,2022-01-18,2021-09-22,2,188
Forsyth,2022-01-18,2021-10-04,2,175
Forsyth,2022-01-18,2021-10-05,2,134
Forsyth,2022-01-18,2021-10-10,2,64
Forsyth,2022-01-18,2021-10-12,2,103
Forsyth,2022-01-18,2021-10-13,2,107
Forsyth,2022-01-18,2021-10-18,2,92
Forsyth,2022-01-18,2021-10-20,2,79
Forsyth,2022-01-18,2021-11-08,2,98
Forsyth,2022-01-18,2021-11-09,2,70
Forsyth,2022-01-18,2021-11-15,2,119
Forsyth,2022-01-18,2021-11-25,2,29
Forsyth,2022-01-18,2021-12-02,2,141
Forsyth,2022-01-18,2021-12-05,2,78
Forsyth,2022-01-18,2021-12-23,2,325
Forsyth,2022-01-18,2022-01-09,2,413
Forsyth,2022-01-18,2022-01-10,2,1570
Forsyth,2022-01-18,2022-01-13,2,1160
Guilford,2022-01-18,2021-09-17,2,294
Guilford,2022-01-18,2021-09-21,2,267
Guilford,2022-01-18,2021-09-23,2,255
Guilford,2022-01-18,2021-09-28,2,258
Guilford,2022-01-18,2021-10-02,2,104
Guilford,2022-01-18,2021-10-04,2,279
Guilford,2022-01-18,2021-10-07,2,182
Guilford,2022-01-18,2021-10-15,2,115
Guilford,2022-01-18,2021-10-19,2,129
Guilford,2022-01-18,2021-10-20,2,100
Guilford,2022-01-18,2021-10-29,2,71
Guilford,2022-01-18,2021-11-01,2,122
Guilford,2022-01-18,2021-11-05,2,70
Guilford,2022-01-18,2021-11-08,2,97
Guilford,2022-01-18,2021-11-10,2,83
Guilford,2022-01-18,2021-11-16,2,102
Guilford,2022-01-18,2021-11-27,2,76
Guilford,2022-01-18,2021-12-02,2,165
Guilford,2022-01-18,2021-12-22,2,392
Guilford,2022-01-18,2021-12-24,2,190
Guilford,2022-01-18,2021-12-26,2,385
Guilford,2022-01-18,2022-01-03,2,1102
Guilford,2022-01-18,2022-01-09,2,720
Guilford,2022-01-18,2022-01-11,2,1659
Wake,2022-01-18,2021-09-14,2,416
Wake,2022-01-18,2021-09-23,2,330
Wake,2022-01-18,2021-09-24,2,313
Wake,2022-01-18,2021-09-29,2,375
Wake,2022-01-18,2021-10-05,2,259
Wake,2022-01-18,2021-10-10,2,67
Wake,2022-01-18,2021-10-11,2,285
Wake,2022-01-18,2021-10-23,2,125
Wake,2022-01-18,2021-10-30,2,118
Wake,2022-01-18,2021-11-01,2,215
Wake,2022-01-18,2021-11-04,2,142
Wake,2022-01-18,2021-11-05,2,170
Wake,2022-01-18,2021-11-19,2,193
Wake,2022-01-18,2021-11-20,2,170
Wake,2022-01-18,2021-12-15,2,440
Wake,2022-01-18,2021-12-19,2,258
Wake,2022-01-18,2021-12-20,2,766
Forsyth,2022-01-18,2021-09-19,3,101
Forsyth,2022-01-18,2021-09-26,3,94
Forsyth,2022-01-18,2021-09-28,3,152
Forsyth,2022-01-18,2021-09-29,3,143
Forsyth,2022-01-18,2021-09-30,3,152
Forsyth,2022-01-18,2021-10-22,3,79
Forsyth,2022-01-18,2021-10-23,3,48
Forsyth,2022-01-18,2021-10-28,3,59
Forsyth,2022-01-18,2021-11-28,3,68
Forsyth,2022-01-18,2021-12-13,3,161
Forsyth,2022-01-18,2021-12-16,3,177
