county,objectid,county_fips,geoid,total_vax,new_vax,total_population,percent_total,pop_18_up,pop_16_up,update_dts
Haywood,1419,87,37087920500,1467,0,6897,26.0475852272727,5430,5632,2021-05-01
Haywood,1428,87,37087920800,1102,0,3176,38.6666666666667,2728,2850,2021-05-01
Haywood,1455,87,37087920200,1616,0,6792,29.8927118017018,5268,5406,2021-05-01
Haywood,1533,87,37087920102,1132,0,3675,36.6580310880829,2999,3088,2021-05-01
Haywood,1569,87,37087920600,1701,0,4859,39.521375464684,4119,4304,2021-05-01
Haywood,1570,87,37087920700,1294,0,3910,36.6053748231966,3444,3535,2021-05-01
Haywood,1571,87,37087921100,928,0,2654,39.6073410157917,2302,2343,2021-05-01
Haywood,1645,87,37087920300,856,0,3221,34.5998383185125,2427,2474,2021-05-01
Haywood,1734,87,37087921000,972,0,3159,36.734693877551,2605,2646,2021-05-01
Haywood,1735,87,37087920900,487,0,1890,30.418488444722,1583,1601,2021-05-01
Haywood,1762,87,37087921302,1065,0,4885,26.0518590998043,4040,4088,2021-05-01
Haywood,1774,87,37087920400,343,0,1908,22.6104152933421,1460,1517,2021-05-01
Haywood,1779,87,37087920101,899,0,3483,29.2262678803641,2955,3076,2021-05-01
Haywood,1781,87,37087921301,1118,0,5069,26.2935089369708,4105,4252,2021-05-01
Haywood,1795,87,37087980100,,,0,,0,0,2021-05-01
Henderson,323,89,37089931200,549,0,2173,29.0629962943356,1793,1889,2021-05-01
Henderson,361,89,37089931802,1656,0,4630,41.4414414414414,3919,3996,2021-05-01
Henderson,376,89,37089930800,1348,0,5550,29.4130482216888,4229,4583,2021-05-01
Henderson,388,89,37089931801,1510,0,3748,46.4044253226798,3194,3254,2021-05-01
Henderson,392,89,37089930701,1026,0,3544,35.0051177072671,2814,2931,2021-05-01
Henderson,436,89,37089930703,1678,0,5797,33.6137820512821,4877,4992,2021-05-01
Henderson,456,89,37089931300,830,0,4067,25.197328476017,3168,3294,2021-05-01
Henderson,466,89,37089930200,1052,0,6396,21.6016427104723,4668,4870,2021-05-01
Henderson,467,89,37089931400,959,0,6227,19.2996578788489,4696,4969,2021-05-01
Henderson,468,89,37089931902,839,0,3055,32.1332822673305,2592,2611,2021-05-01
Henderson,586,89,37089931600,1600,0,5025,37.593984962406,4225,4256,2021-05-01
Henderson,595,89,37089930600,1427,0,5224,34.5855550169656,4091,4126,2021-05-01
Henderson,596,89,37089930502,1263,0,4828,31.575,3857,4000,2021-05-01
Henderson,597,89,37089931901,1293,0,4218,36.0669456066946,3522,3585,2021-05-01
Henderson,598,89,37089930402,548,0,3116,21.3229571984436,2487,2570,2021-05-01
Henderson,692,89,37089930300,1709,0,8212,25.74958565617,6406,6637,2021-05-01
Henderson,693,89,37089931000,2071,0,5236,46.3829787234043,4291,4465,2021-05-01
Henderson,694,89,37089931700,1227,0,3187,43.0224403927069,2786,2852,2021-05-01
Henderson,703,89,37089930501,1150,0,5831,25.0708524089819,4499,4587,2021-05-01
Henderson,704,89,37089930702,1241,0,4875,30.8860129417621,3872,4018,2021-05-01
Henderson,726,89,37089930100,811,0,4433,22.7234519473242,3534,3569,2021-05-01
Henderson,756,89,37089931500,1686,0,3822,50.0148323939484,3351,3371,2021-05-01
Henderson,757,89,37089930900,869,0,2874,34.0650725205802,2473,2551,2021-05-01
Henderson,758,89,37089931100,582,0,1865,34.0949033391916,1688,1707,2021-05-01
Henderson,759,89,37089930401,564,0,2690,24.8348745046235,2231,2271,2021-05-01
Henderson,764,89,37089932000,927,0,4290,25.3764029564741,3589,3653,2021-05-01
Henderson,803,89,37089980100,,,0,,0,0,2021-05-01
Hertford,1865,91,37091950100,1226,0,7384,19.9576754028976,5884,6143,2021-05-01
Hertford,2010,91,37091950300,508,0,3567,17.2145035581159,2864,2951,2021-05-01
Hertford,2011,91,37091950401,721,0,3546,24.982674982675,2834,2886,2021-05-01
Hertford,2016,91,37091950402,734,0,3779,23.7694300518135,3003,3088,2021-05-01
Hertford,2179,91,37091950200,805,0,5736,16.272488376794,4864,4947,2021-05-01
Hoke,1347,93,37093970401,502,0,3682,17.1389552748378,2859,2929,2021-05-01
Hoke,1375,93,37093970201,742,0,5193,17.6121528601946,4132,4213,2021-05-01
Hoke,1462,93,37093970102,1534,0,13195,16.3574322883344,9222,9378,2021-05-01
Hoke,1582,93,37093970300,1288,0,5237,30.6666666666667,4051,4200,2021-05-01
Hoke,1583,93,37093970402,443,0,3245,17.3385518590998,2352,2555,2021-05-01
Hoke,1584,93,37093970202,584,0,4224,17.0860152135752,3166,3418,2021-05-01
Hoke,1585,93,37093970101,1072,0,10537,14.620840152755,7033,7332,2021-05-01
Hoke,1586,93,37093970103,1055,0,8644,16.3186388244393,6231,6465,2021-05-01
Hoke,1797,93,37093980100,,,0,,0,0,2021-05-01
Hyde,1529,95,37095920100,1353,0,5213,31.8577819637391,4122,4247,2021-05-01
Hyde,1801,95,37095990100,,,0,,0,0,2021-05-01
Hyde,1802,95,37095990200,,,0,,0,0,2021-05-01
Iredell,168,97,37097061303,1081,0,4671,30.4335585585586,3435,3552,2021-05-01
Iredell,169,97,37097061502,919,0,4102,29.6165001611344,2912,3103,2021-05-01
Iredell,173,97,37097061202,1001,0,4726,25.2141057934509,3793,3970,2021-05-01
Iredell,174,97,37097061408,909,0,4320,28.4774436090226,2956,3192,2021-05-01
Iredell,176,97,37097060703,793,0,3381,28.7214777254618,2667,2761,2021-05-01
Iredell,177,97,37097060801,614,0,3466,20.8772526351581,2798,2941,2021-05-01
Iredell,232,97,37097061003,985,0,4120,30.3918543659364,3189,3241,2021-05-01
Iredell,233,97,37097060601,1322,0,5555,29.0677220756376,4325,4548,2021-05-01
Iredell,234,97,37097061201,866,0,4003,27.370417193426,3028,3164,2021-05-01
Iredell,255,97,37097060100,1454,0,5721,30.7985596271976,4539,4721,2021-05-01
Iredell,256,97,37097060500,971,0,4000,29.5856185252895,3199,3282,2021-05-01
Iredell,258,97,37097061002,857,0,4766,22.6719576719577,3727,3780,2021-05-01
Iredell,259,97,37097061102,613,0,3347,23.0277986476334,2535,2662,2021-05-01
Iredell,260,97,37097060701,531,0,2569,24.3689765947682,2096,2179,2021-05-01
Iredell,261,97,37097060603,298,0,1868,19.6052631578947,1514,1520,2021-05-01
Iredell,262,97,37097060602,708,0,2045,42.1177870315289,1628,1681,2021-05-01
Iredell,263,97,37097061304,832,0,4960,21.0047967684928,3805,3961,2021-05-01
Iredell,264,97,37097061302,744,0,4772,19.9838839645447,3630,3723,2021-05-01
Iredell,267,97,37097061406,1684,0,4909,44.4092827004219,3626,3792,2021-05-01
Iredell,268,97,37097061503,1074,0,3739,36.8060315284441,2823,2918,2021-05-01
Iredell,269,97,37097061602,1606,0,7994,25.113369820172,6198,6395,2021-05-01
Iredell,273,97,37097060400,589,0,3924,19.2546583850932,2997,3059,2021-05-01
Iredell,280,97,37097060200,234,0,2354,13.9618138424821,1621,1676,2021-05-01
Iredell,281,97,37097061301,334,0,3157,13.206801107157,2442,2529,2021-05-01
Iredell,282,97,37097061104,459,0,2249,25.8010118043845,1739,1779,2021-05-01
Iredell,283,97,37097060802,646,0,3466,24.331450094162,2591,2655,2021-05-01
Iredell,284,97,37097060300,311,0,2332,17.6905574516496,1697,1758,2021-05-01
Iredell,285,97,37097061101,499,0,3240,18.8301886792453,2650,2650,2021-05-01
Iredell,316,97,37097061402,1513,0,6078,31.9198312236287,4492,4740,2021-05-01
Iredell,329,97,37097061401,1524,0,5190,38.9969293756397,3758,3908,2021-05-01
Iredell,330,97,37097061205,1182,0,3969,35.4954954954955,3265,3330,2021-05-01
Iredell,362,97,37097061203,1314,0,4890,33.5975453848121,3784,3911,2021-05-01
Iredell,396,97,37097061001,838,0,3948,26.6454689984102,3038,3145,2021-05-01
Iredell,437,97,37097061407,1240,0,4660,32.325338894682,3723,3836,2021-05-01
Iredell,477,97,37097061204,1207,0,4045,37.0814132104455,3094,3255,2021-05-01
Iredell,478,97,37097061501,675,0,3863,22.9904632152589,2863,2936,2021-05-01
Iredell,601,97,37097061601,516,0,3613,19.1465677179963,2567,2695,2021-05-01
Iredell,603,97,37097061403,813,0,3280,30.0999629766753,2665,2701,2021-05-01
Iredell,604,97,37097061405,1047,0,3762,32.3547589616811,3135,3236,2021-05-01
Iredell,605,97,37097060902,774,0,4151,22.7714033539276,3243,3399,2021-05-01
Iredell,606,97,37097060702,878,0,4553,24.1939928354919,3514,3629,2021-05-01
Iredell,727,97,37097061404,735,0,2692,33.1978319783198,2107,2214,2021-05-01
Iredell,796,97,37097061103,457,0,3129,18.7065083913221,2407,2443,2021-05-01
Iredell,797,97,37097060901,605,0,3959,18.7888198757764,3062,3220,2021-05-01
Jackson,1846,99,37099950300,1532,0,6198,30.0039169604387,4780,5106,2021-05-01
Jackson,1948,99,37099950700,689,0,2927,28.2956878850103,2399,2435,2021-05-01
Jackson,1954,99,37099950200,455,0,2190,23.1552162849873,1903,1965,2021-05-01
Jackson,1992,99,37099950500,1563,0,5659,33.3760409993594,4668,4683,2021-05-01
Jackson,1993,99,37099950400,1358,0,4619,36.088227478076,3704,3763,2021-05-01
Jackson,1994,99,37099950600,1861,0,10688,18.81508442018,9756,9891,2021-05-01
Jackson,2109,99,37099940200,435,0,6063,8.91028267103646,4675,4882,2021-05-01
Jackson,2152,99,37099950800,432,0,2244,22.9787234042553,1842,1880,2021-05-01
Jackson,2153,99,37099950900,724,0,2350,35.2311435523114,2001,2055,2021-05-01
Johnston,6,101,37101041400,1534,0,7159,26.8181818181818,5518,5720,2021-05-01
Johnston,17,101,37101040700,885,0,3901,27.6908635794743,3157,3196,2021-05-01
Johnston,102,101,37101040600,600,0,3821,20.4778156996587,2833,2930,2021-05-01
Johnston,152,101,37101040301,713,0,4899,20,3392,3565,2021-05-01
Johnston,153,101,37101041102,2998,0,14095,27.8107606679035,10260,10780,2021-05-01
Johnston,154,101,37101040203,3574,0,19761,24.9041878614731,13832,14351,2021-05-01
Johnston,159,101,37101040202,1285,0,7060,23.8537219231483,5150,5387,2021-05-01
Johnston,160,101,37101040902,1317,0,7895,21.2487899322362,5858,6198,2021-05-01
Johnston,161,101,37101040302,947,0,5573,22.9020556227328,3991,4135,2021-05-01
Johnston,162,101,37101041002,2122,0,8918,30.514811619212,6736,6954,2021-05-01
Johnston,165,101,37101041103,3363,0,15881,27.0272442337057,11994,12443,2021-05-01
Johnston,171,101,37101040100,1272,0,7209,23.4340456890199,5332,5428,2021-05-01
Johnston,178,101,37101040201,1162,0,6361,22.7619980411361,4706,5105,2021-05-01
Johnston,182,101,37101040901,2369,0,11817,25.3314798973482,9050,9352,2021-05-01
Johnston,183,101,37101041202,789,0,5241,19.7052947052947,3834,4004,2021-05-01
Johnston,184,101,37101041501,1485,0,7603,25.00842034355,5718,5938,2021-05-01
Johnston,185,101,37101041502,1543,0,8365,23.4142640364188,6367,6590,2021-05-01
Johnston,209,101,37101040400,781,0,4422,23.1065088757396,3285,3380,2021-05-01
Johnston,210,101,37101041101,1560,0,8118,24.928092042186,6100,6258,2021-05-01
Johnston,213,101,37101041300,1095,0,6502,21.1104684788895,5022,5187,2021-05-01
Johnston,214,101,37101041201,971,0,4153,30.1459174169513,3163,3221,2021-05-01
Johnston,215,101,37101041001,1870,0,9273,27.2,6710,6875,2021-05-01
Johnston,216,101,37101041503,1497,0,8363,22.3934181002244,6279,6685,2021-05-01
Johnston,240,101,37101040800,924,0,3807,29.6724470134875,3029,3114,2021-05-01
Johnston,241,101,37101040500,1162,0,6673,22.0159151193634,5050,5278,2021-05-01
Jones,1901,103,37103920100,893,0,3472,30.0067204301075,2914,2976,2021-05-01
Jones,2167,103,37103920200,609,0,2885,24.8876174908051,2373,2447,2021-05-01
Jones,2177,103,37103920300,744,0,3237,28.5057471264368,2494,2610,2021-05-01
Lee,1836,105,37105030701,1166,0,5007,29.0845597405837,3843,4009,2021-05-01
Lee,1870,105,37105030602,1251,0,5058,29.807005003574,4090,4197,2021-05-01
Lee,1873,105,37105030401,661,0,4011,20.984126984127,2980,3150,2021-05-01
Lee,1959,105,37105030101,1058,0,5490,25.5001205109665,3997,4149,2021-05-01
Lee,1960,105,37105030402,1356,0,7509,25.0925240562546,5342,5404,2021-05-01
Lee,1961,105,37105030702,995,0,4394,28.4204512996287,3362,3501,2021-05-01
Lee,2036,105,37105030200,382,0,3304,17.2694394213382,2094,2212,2021-05-01
Lee,2037,105,37105030102,1875,0,5486,41.3359788359788,4423,4536,2021-05-01
Lee,2038,105,37105030601,1066,0,3141,41.4463452566096,2550,2572,2021-05-01
Lee,2039,105,37105030501,1458,0,4736,36.9394476817836,3836,3947,2021-05-01
Lee,2100,105,37105030300,496,0,3015,22.8150873965041,2126,2174,2021-05-01
Lee,2101,105,37105030503,1328,0,7292,23.314606741573,5526,5696,2021-05-01
Lee,2120,105,37105030502,482,0,2038,29.69808995687,1561,1623,2021-05-01
Lenoir,363,107,37107011300,1030,0,4967,26.7671517671518,3653,3848,2021-05-01
Lenoir,444,107,37107010800,1828,0,5108,42.9814248765577,4103,4253,2021-05-01
Lenoir,445,107,37107010100,1145,0,4085,32.3629169022046,3422,3538,2021-05-01
Lenoir,446,107,37107011001,1312,0,4778,33.7883080092712,3809,3883,2021-05-01
Lenoir,458,107,37107011100,1286,0,5847,26.6087316366646,4766,4833,2021-05-01
Lenoir,628,107,37107010200,517,0,2452,26.4450127877238,1822,1955,2021-05-01
Lenoir,631,107,37107010900,968,0,3225,37.9459035672285,2519,2551,2021-05-01
Lenoir,722,107,37107011400,1102,0,3709,37.1920350995613,2944,2963,2021-05-01
Lenoir,730,107,37107010700,472,0,2043,26.427771556551,1747,1786,2021-05-01
Lenoir,731,107,37107011200,1324,0,7464,23.3303964757709,5410,5675,2021-05-01
Lenoir,732,107,37107010300,144,0,1437,14.604462474645,972,986,2021-05-01
Lenoir,737,107,37107010600,1292,0,3649,43.4577867473932,2895,2973,2021-05-01
Lenoir,738,107,37107010400,116,0,740,17.2619047619048,622,672,2021-05-01
Lenoir,739,107,37107011002,968,0,3777,32.9812606473595,2880,2935,2021-05-01
Lenoir,773,107,37107010500,574,0,3475,21.992337164751,2411,2610,2021-05-01
Lincoln,1874,109,37109071001,882,0,5715,19.5435408818967,4287,4513,2021-05-01
Lincoln,1981,109,37109071101,1279,0,6052,25.8592802264456,4834,4946,2021-05-01
Lincoln,2053,109,37109070400,942,0,5538,20.3192407247627,4331,4636,2021-05-01
Lincoln,2054,109,37109070300,1003,0,4097,28.2455646296818,3407,3551,2021-05-01
Lincoln,2055,109,37109070100,1105,0,5125,27.089973032606,3913,4079,2021-05-01
Lincoln,2056,109,37109070902,1269,0,6567,23.7863167760075,5164,5335,2021-05-01
Lincoln,2057,109,37109071102,1322,0,5841,28.8268643698212,4525,4586,2021-05-01
Lincoln,2058,109,37109071202,1179,0,3311,43.4094256259205,2689,2716,2021-05-01
Lincoln,2059,109,37109071203,1372,0,5173,33.5945151811949,3977,4084,2021-05-01
Lincoln,2105,109,37109070800,1056,0,6848,18.1568088033012,5662,5816,2021-05-01
Lincoln,2123,109,37109070600,733,0,4113,21.7765894236482,3215,3366,2021-05-01
Lincoln,2124,109,37109070700,601,0,3685,20.977312390925,2762,2865,2021-05-01
Lincoln,2125,109,37109070500,830,0,4807,20.9384460141271,3793,3964,2021-05-01
Lincoln,2126,109,37109070201,702,0,5051,17.3034261769781,3859,4057,2021-05-01
Lincoln,2127,109,37109071002,433,0,2676,19.780721790772,2153,2189,2021-05-01
Lincoln,2128,109,37109070202,826,0,3235,30.1680058436815,2596,2738,2021-05-01
Lincoln,2129,109,37109070901,578,0,3246,23.1292517006803,2458,2499,2021-05-01
Lincoln,2130,109,37109071201,582,0,1839,37.3795761078998,1530,1557,2021-05-01
McDowell,1829,111,37111970100,1035,0,5505,23.4428086070215,4373,4415,2021-05-01
McDowell,1830,111,37111970901,1144,0,7063,18.9278623428193,5843,6044,2021-05-01
McDowell,1939,111,37111970600,747,0,3704,24.974924774323,2940,2991,2021-05-01
McDowell,1940,111,37111970700,886,0,4410,24.1614398691028,3523,3667,2021-05-01
McDowell,1941,111,37111970500,888,0,4101,26.8683812405446,3274,3305,2021-05-01
McDowell,2031,111,37111970800,836,0,4495,21.7425227568271,3712,3845,2021-05-01
McDowell,2095,111,37111970300,730,0,3012,30.8277027027027,2335,2368,2021-05-01
McDowell,2096,111,37111970902,914,0,5152,22.6069750185506,3844,4043,2021-05-01
McDowell,2150,111,37111970400,471,0,3045,18.8174190970835,2385,2503,2021-05-01
McDowell,2174,111,37111970200,885,0,4740,22.6458546571136,3740,3908,2021-05-01
Macon,984,113,37113970501,709,0,1363,55.3042121684867,1266,1282,2021-05-01
Macon,1051,113,37113970302,1378,0,4292,40.6609619356742,3328,3389,2021-05-01
Macon,1094,113,37113970600,1742,0,5601,37.0087104312726,4517,4707,2021-05-01
Macon,1095,113,37113970502,831,0,2128,44.0148305084746,1869,1888,2021-05-01
Macon,1156,113,37113970700,1641,0,6617,29.9070530344451,5397,5487,2021-05-01
Macon,1244,113,37113970200,1130,0,3828,36.2760834670947,2972,3115,2021-05-01
Macon,1245,113,37113970400,1189,0,4225,33.055323881012,3532,3597,2021-05-01
Macon,1246,113,37113970301,1211,0,3969,36.1708482676225,3270,3348,2021-05-01
Macon,1268,113,37113970100,912,0,2790,39.3782383419689,2268,2316,2021-05-01
Madison,967,115,37115010500,1113,0,4250,30.5517430688993,3601,3643,2021-05-01
Madison,1238,115,37115010600,1644,0,7781,24.6735704637551,6479,6663,2021-05-01
Madison,1239,115,37115010700,666,0,3266,25.8942457231726,2494,2572,2021-05-01
Madison,1278,115,37115010100,702,0,2553,33.9458413926499,2029,2068,2021-05-01
Madison,1279,115,37115010400,411,0,1474,34.2214820982515,1166,1201,2021-05-01
Madison,1298,115,37115010200,484,0,2175,26.0916442048518,1806,1855,2021-05-01
Martin,1349,117,37117970500,1318,0,5306,30.729773840056,4172,4289,2021-05-01
Martin,1412,117,37117970400,543,0,2093,28.6846275752773,1842,1893,2021-05-01
Martin,1413,117,37117970300,982,0,3774,32.8428093645485,2964,2990,2021-05-01
Martin,1431,117,37117970600,585,0,3263,22.1758908263836,2541,2638,2021-05-01
Martin,1445,117,37117970200,1192,0,3905,35.203780271707,3198,3386,2021-05-01
Martin,1622,117,37117970100,974,0,4508,27.1384786848704,3444,3589,2021-05-01
Mecklenburg,313,119,37119003015,1730,0,4972,42.7160493827161,3935,4050,2021-05-01
Mecklenburg,314,119,37119005523,801,0,5843,16.0682046138415,4985,4985,2021-05-01
Mecklenburg,315,119,37119003008,1819,0,5643,39.7595628415301,4440,4575,2021-05-01
Mecklenburg,320,119,37119003007,2772,0,6951,54.3849323131254,4845,5097,2021-05-01
Mecklenburg,321,119,37119005832,1042,0,3279,43.561872909699,2186,2392,2021-05-01
Mecklenburg,344,119,37119005713,1256,0,4551,34.9568605622043,3475,3593,2021-05-01
Mecklenburg,345,119,37119002200,2144,0,5149,53.4930139720559,3914,4008,2021-05-01
Mecklenburg,346,119,37119005515,823,0,2488,43.4989429175476,1844,1892,2021-05-01
Mecklenburg,347,119,37119005612,987,0,5188,23.3830845771144,4156,4221,2021-05-01
Mecklenburg,348,119,37119003006,1420,0,4788,37.8666666666667,3644,3750,2021-05-01
Mecklenburg,349,119,37119006212,852,0,3661,32.5190839694656,2541,2620,2021-05-01
Mecklenburg,350,119,37119006108,768,0,4529,22.9253731343284,3151,3350,2021-05-01
Mecklenburg,351,119,37119001508,1107,0,6893,21.453488372093,4935,5160,2021-05-01
Mecklenburg,352,119,37119004303,614,0,2911,25.6688963210702,2307,2392,2021-05-01
Mecklenburg,353,119,37119005000,406,0,2155,24.3551289742052,1635,1667,2021-05-01
Mecklenburg,354,119,37119005835,799,0,2930,35.1208791208791,2185,2275,2021-05-01
Mecklenburg,355,119,37119006203,1705,0,5168,38.349077822762,4246,4446,2021-05-01
Mecklenburg,356,119,37119005512,832,0,4759,21.5488215488215,3653,3861,2021-05-01
Mecklenburg,357,119,37119006405,2272,0,5142,53.5849056603774,4118,4240,2021-05-01
Mecklenburg,358,119,37119005200,393,0,1825,27.0103092783505,1449,1455,2021-05-01
Mecklenburg,359,119,37119005620,1503,0,10828,18.7429854096521,7502,8019,2021-05-01
Mecklenburg,360,119,37119002906,1524,0,4806,38.2050639257959,3820,3989,2021-05-01
Mecklenburg,367,119,37119005617,557,0,1864,37.2077488309953,1371,1497,2021-05-01
Mecklenburg,368,119,37119005618,720,0,3616,25.2454417952314,2721,2852,2021-05-01
Mecklenburg,369,119,37119005825,1319,0,5301,32.1550463188688,4087,4102,2021-05-01
Mecklenburg,370,119,37119001510,595,0,3247,23.1517509727626,2487,2570,2021-05-01
Mecklenburg,372,119,37119003500,1127,0,2615,48.5775862068965,2272,2320,2021-05-01
Mecklenburg,373,119,37119005308,153,0,2717,8.18181818181818,1748,1870,2021-05-01
Mecklenburg,374,119,37119000300,679,0,1115,64.1776937618148,1058,1058,2021-05-01
Mecklenburg,375,119,37119002905,1283,0,3604,47.9626168224299,2493,2675,2021-05-01
Mecklenburg,377,119,37119003400,2218,0,5667,48.9300683873814,4371,4533,2021-05-01
Mecklenburg,378,119,37119003018,874,0,2922,36.9712351945854,2277,2364,2021-05-01
Mecklenburg,379,119,37119005848,1640,0,5710,39.3852065321806,3979,4164,2021-05-01
Mecklenburg,387,119,37119003600,827,0,4053,25.8195441773337,3103,3203,2021-05-01
Mecklenburg,426,119,37119002004,1358,0,5448,32.503590234562,4145,4178,2021-05-01
Mecklenburg,428,119,37119002702,2069,0,6095,43.9558104950074,4574,4707,2021-05-01
Mecklenburg,429,119,37119001606,713,0,4569,19.4649194649195,3565,3663,2021-05-01
Mecklenburg,430,119,37119001923,496,0,4594,14.027149321267,3342,3536,2021-05-01
Mecklenburg,434,119,37119005706,1696,0,7675,27.0580727504786,5895,6268,2021-05-01
Mecklenburg,435,119,37119005716,900,0,4950,23.7529691211401,3716,3789,2021-05-01
Mecklenburg,453,119,37119001919,551,0,4354,16.9590643274854,3193,3249,2021-05-01
Mecklenburg,454,119,37119005513,1206,0,4413,33.8004484304933,3432,3568,2021-05-01
Mecklenburg,455,119,37119005717,1231,0,6677,23.2571320612129,5161,5293,2021-05-01
Mecklenburg,461,119,37119005621,1344,0,4105,41.2776412776413,3104,3256,2021-05-01
Mecklenburg,547,119,37119005710,745,0,4877,19.5897975282672,3693,3803,2021-05-01
Mecklenburg,550,119,37119001509,552,0,3699,20.5280773521755,2593,2689,2021-05-01
Mecklenburg,551,119,37119003109,262,0,4503,7.73545910835548,3265,3387,2021-05-01
Mecklenburg,553,119,37119001802,763,0,2990,30.3621169916435,2513,2513,2021-05-01
Mecklenburg,554,119,37119001609,396,0,3443,15.0799695354151,2560,2626,2021-05-01
Mecklenburg,555,119,37119001607,342,0,3277,14.6216331765712,2242,2339,2021-05-01
Mecklenburg,556,119,37119001915,686,0,7190,12.4772644598036,5310,5498,2021-05-01
Mecklenburg,557,119,37119006006,1066,0,8228,16.7847583057786,6193,6351,2021-05-01
Mecklenburg,558,119,37119006109,698,0,4150,18.5539606592238,3567,3762,2021-05-01
Mecklenburg,559,119,37119001920,554,0,5936,13.5518590998043,3794,4088,2021-05-01
Mecklenburg,560,119,37119003017,1445,0,3929,46.4182460648892,3054,3113,2021-05-01
Mecklenburg,562,119,37119001507,341,0,5216,8.97368421052632,3634,3800,2021-05-01
Mecklenburg,563,119,37119001917,496,0,4620,14.8458545345705,3252,3341,2021-05-01
Mecklenburg,564,119,37119005910,775,0,6185,17.4235611510791,4233,4448,2021-05-01
Mecklenburg,565,119,37119005524,1313,0,9612,16.9244650683166,7623,7758,2021-05-01
Mecklenburg,569,119,37119002500,734,0,1932,41.9908466819222,1696,1748,2021-05-01
Mecklenburg,570,119,37119005404,830,0,4877,20.4182041820418,3905,4065,2021-05-01
Mecklenburg,571,119,37119001914,665,0,3271,26.6961059815335,2470,2491,2021-05-01
Mecklenburg,572,119,37119005510,713,0,5509,16.9681104236078,3998,4202,2021-05-01
Mecklenburg,573,119,37119006107,1024,0,6144,20.1297424808335,4837,5087,2021-05-01
Mecklenburg,574,119,37119005838,2049,0,9261,28.9243365330322,6895,7084,2021-05-01
Mecklenburg,575,119,37119006104,1571,0,8897,23.5956743766897,6409,6658,2021-05-01
Mecklenburg,581,119,37119003902,615,0,4725,17.2558922558923,3441,3564,2021-05-01
Mecklenburg,582,119,37119004302,476,0,5460,12.3476005188067,3723,3855,2021-05-01
Mecklenburg,583,119,37119001916,706,0,4624,20.4815781839281,3279,3447,2021-05-01
Mecklenburg,584,119,37119001922,702,0,4710,20.2538949798038,3280,3466,2021-05-01
Mecklenburg,585,119,37119005619,805,0,4880,23.6139630390144,3262,3409,2021-05-01
Mecklenburg,591,119,37119001702,709,0,5881,15.9756647138351,4373,4438,2021-05-01
Mecklenburg,592,119,37119005831,1018,0,4706,24.8050682261209,4093,4104,2021-05-01
Mecklenburg,593,119,37119005839,706,0,2681,32.7762302692665,2126,2154,2021-05-01
Mecklenburg,594,119,37119005830,832,0,3923,25.5528255528256,3173,3256,2021-05-01
Mecklenburg,656,119,37119005815,1201,0,3943,37.67252195734,3043,3188,2021-05-01
Mecklenburg,657,119,37119005615,489,0,2200,28.7140340575455,1617,1703,2021-05-01
Mecklenburg,663,119,37119002100,819,0,2786,35.9368143922773,2203,2279,2021-05-01
Mecklenburg,664,119,37119002701,1068,0,2447,49.1939198526025,2134,2171,2021-05-01
Mecklenburg,665,119,37119001801,262,0,1348,24.169741697417,1067,1084,2021-05-01
Mecklenburg,666,119,37119001605,252,0,1738,17.2248803827751,1448,1463,2021-05-01
Mecklenburg,667,119,37119006407,816,0,4007,28.4717376133985,2680,2866,2021-05-01
Mecklenburg,670,119,37119005846,1381,0,4046,44.8231093800714,2808,3081,2021-05-01
Mecklenburg,675,119,37119005616,302,0,1657,25.9896729776248,1125,1162,2021-05-01
Mecklenburg,676,119,37119005613,580,0,3260,22.5242718446602,2397,2575,2021-05-01
Mecklenburg,677,119,37119005840,636,0,2289,38.0610412926391,1571,1671,2021-05-01
Mecklenburg,681,119,37119000600,613,0,2962,25.3096614368291,2415,2422,2021-05-01
Mecklenburg,682,119,37119002400,1106,0,3484,36.5740740740741,2979,3024,2021-05-01
Mecklenburg,683,119,37119005609,261,0,3320,8.35467349551857,3093,3124,2021-05-01
Mecklenburg,684,119,37119005845,1350,0,4443,42.5062972292191,3034,3176,2021-05-01
Mecklenburg,689,119,37119002904,2419,0,6778,46.3943229766015,5073,5214,2021-05-01
Mecklenburg,690,119,37119001918,464,0,4450,12.5813449023861,3587,3688,2021-05-01
Mecklenburg,691,119,37119001921,349,0,3017,15.4767184035477,2176,2255,2021-05-01
Mecklenburg,700,119,37119002800,1651,0,4000,57.4061196105702,2759,2876,2021-05-01
Mecklenburg,701,119,37119001701,615,0,4434,18.6646433990895,3158,3295,2021-05-01
Mecklenburg,702,119,37119005829,436,0,2077,26.9302038295244,1611,1619,2021-05-01
Mecklenburg,705,119,37119005307,263,0,4184,8.55841197526847,3001,3073,2021-05-01
Mecklenburg,723,119,37119005827,353,0,2843,15.0212765957447,2320,2350,2021-05-01
Mecklenburg,724,119,37119005305,649,0,4279,18.302312464749,3405,3546,2021-05-01
Mecklenburg,725,119,37119005306,248,0,2135,13.8161559888579,1715,1795,2021-05-01
Mecklenburg,755,119,37119005604,259,0,5819,4.51298135563687,5716,5739,2021-05-01
Mecklenburg,768,119,37119001608,432,0,4442,13.1787675411836,3191,3278,2021-05-01
Mecklenburg,778,119,37119002600,437,0,1067,44.9588477366255,965,972,2021-05-01
Mecklenburg,788,119,37119004900,130,0,669,23.5081374321881,526,553,2021-05-01
Mecklenburg,800,119,37119980100,,,0,,0,0,2021-05-01
